Date,Open,High,Low,Close,Volume
1990-01-01,0.31473199,0.34598199,0.28683001,0.30357099,3747497600
1990-02-01,0.308036,0.31473199,0.28794599,0.30357099,2483891200
1990-03-01,0.29910699,0.38727701,0.296875,0.359375,4556473600
1990-04-01,0.35714301,0.395089,0.34040201,0.35156301,3642475200
1990-05-01,0.354911,0.38169599,0.34598199,0.36830401,4115630400
1990-06-01,0.36941999,0.40066999,0.33482099,0.39955401,3952054400
1990-07-01,0.39732099,0.426339,0.35714301,0.375,4163812800
1990-08-01,0.375,0.390625,0.29910699,0.33035699,3128339200
1990-09-01,0.32589301,0.33482099,0.243304,0.25892901,2206948800
1990-10-01,0.26339301,0.285714,0.216518,0.27455401,5056116800
1990-11-01,0.27232099,0.34375,0.265625,0.328125,3254608000
1990-12-01,0.332589,0.40401801,0.33035699,0.38392901,4094092800
1991-01-01,0.38169599,0.5,0.375,0.495536,7037307200
1991-02-01,0.495536,0.55580401,0.488839,0.51116103,5545780800
1991-03-01,0.50892901,0.62723202,0.50892901,0.60714298,5210598400
1991-04-01,0.60714298,0.65401798,0.48660699,0.49107099,7243051200
1991-05-01,0.42857099,0.479911,0.39285699,0.41964301,7972843200
1991-06-01,0.41964301,0.441964,0.359375,0.370536,4091662400
1991-07-01,0.37723199,0.43080401,0.37276801,0.41294599,3783494400
1991-08-01,0.410714,0.495536,0.40848199,0.473214,4172649600
1991-09-01,0.47098199,0.47767901,0.41517901,0.441964,2393070400
1991-10-01,0.43973199,0.50223202,0.41517901,0.45982099,3593990400
1991-11-01,0.457589,0.49330401,0.42410699,0.453125,3696033600
1991-12-01,0.453125,0.51785702,0.433036,0.50334799,2607169600
1992-01-01,0.49776801,0.61607099,0.495536,0.578125,4703160000
1992-02-01,0.578125,0.625,0.55133897,0.60267901,2534996800
1992-03-01,0.60491103,0.61160702,0.515625,0.52008897,2985662400
1992-04-01,0.51116103,0.546875,0.473214,0.53683001,3931390400
1992-05-01,0.53571397,0.56473202,0.52008897,0.53348202,2703724800
1992-06-01,0.51116103,0.53125,0.38169599,0.42857099,4851683200
1992-07-01,0.42857099,0.441964,0.38839301,0.417411,3632809600
1992-08-01,0.417411,0.421875,0.370536,0.410714,2746531200
1992-09-01,0.41294599,0.44642901,0.390625,0.40290201,3055662400
1992-10-01,0.39955401,0.48214301,0.370536,0.46875,3531427200
1992-11-01,0.46875,0.53125,0.45982099,0.51339298,3126547200
1992-12-01,0.51116103,0.546875,0.48660699,0.53348202,3334318400
1993-01-01,0.53125,0.58258897,0.51116103,0.53125,5542264000
1993-02-01,0.52901798,0.54910702,0.45982099,0.473214,4651281600
1993-03-01,0.473214,0.515625,0.448661,0.45982099,3661526400
1993-04-01,0.457589,0.46875,0.417411,0.457589,3914411200
1993-05-01,0.457589,0.52790201,0.45535699,0.50558001,3200545600
1993-06-01,0.50446397,0.52008897,0.34375,0.35267901,7674396800
1993-07-01,0.348214,0.354911,0.227679,0.247768,7142912000
1993-08-01,0.25223199,0.27455401,0.23102701,0.236607,3683164800
1993-09-01,0.236607,0.241071,0.205357,0.20870499,3668022400
1993-10-01,0.203125,0.28794599,0.196429,0.27455401,5905323200
1993-11-01,0.27455401,0.3125,0.265625,0.28125,3452108800
1993-12-01,0.285714,0.29017901,0.236607,0.261161,3956971200
1994-01-01,0.26339301,0.31473199,0.25669599,0.292411,7332035200
1994-02-01,0.29464301,0.34151801,0.28794599,0.32589301,4284459200
1994-03-01,0.328125,0.34375,0.28125,0.296875,5257985600
1994-04-01,0.28794599,0.30580401,0.241071,0.26785699,4042136000
1994-05-01,0.26785699,0.301339,0.254464,0.261161,3361657600
1994-06-01,0.254464,0.25558001,0.21986599,0.236607,4671788800
1994-07-01,0.23549099,0.30357099,0.22656301,0.30078101,4848065600
1994-08-01,0.30022299,0.33370501,0.28683001,0.32310301,4574897600
1994-09-01,0.31584799,0.332589,0.29799101,0.30078101,3232644800
1994-10-01,0.30022299,0.390625,0.29017901,0.38560301,7713484800
1994-11-01,0.38281301,0.388253,0.32477701,0.332589,4048945600
1994-12-01,0.33035699,0.35602701,0.31026801,0.348214,3787795200
1995-01-01,0.34709799,0.429129,0.33816999,0.36049101,8162100800
1995-02-01,0.363839,0.39732099,0.339286,0.35267901,5299347200
1995-03-01,0.354911,0.363839,0.30245501,0.31473199,6997144000
1995-04-01,0.316964,0.35379499,0.30022299,0.34151801,5674300800
1995-05-01,0.34151801,0.39620501,0.33482099,0.37109399,6384672000
1995-06-01,0.37388399,0.44754499,0.370536,0.414621,5521947200
1995-07-01,0.41517901,0.44531301,0.38392901,0.401786,5699579200
1995-08-01,0.40066999,0.41294599,0.37388399,0.38392901,5292918400
1995-09-01,0.38392901,0.40625,0.31026801,0.332589,7311483200
