Date,Open,High,Low,Close,Volume
2024-09-09 07:00:00,1.10871,1.10916,1.10742,1.10757,0.0
2024-09-09 15:00:00,1.10759,1.10763,1.10354,1.10392,0.0
2024-09-09 23:00:00,1.10397,1.10542,1.1033,1.10353,0.0
2024-09-10 07:00:00,1.10363,1.10425,1.10281,1.10401,0.0
2024-09-10 15:00:00,1.104,1.105,1.10262,1.10295,0.0
2024-09-10 23:00:00,1.10299,1.10351,1.10147,1.10196,0.0
2024-09-11 07:00:00,1.10193,1.10475,1.1016,1.10465,0.0
2024-09-11 15:00:00,1.10468,1.10551,1.1003,1.10176,0.0
2024-09-11 23:00:00,1.10163,1.10271,1.10017,1.10119,0.0
2024-09-12 07:00:00,1.10133,1.10179,1.10057,1.10169,0.0
2024-09-12 15:00:00,1.10163,1.10329,1.10051,1.10256,0.0
2024-09-12 23:00:00,1.10251,1.1077,1.10244,1.10745,0.0
2024-09-13 07:00:00,1.10738,1.10906,1.10689,1.10844,0.0
2024-09-13 15:00:00,1.10845,1.1101,1.10727,1.10929,0.0
2024-09-13 23:00:00,1.10932,1.11023,1.10713,1.10765,0.0
2024-09-16 07:00:00,1.1087,1.11053,1.10847,1.10972,0.0
2024-09-16 15:00:00,1.10971,1.11333,1.10955,1.11251,0.0
2024-09-16 23:00:00,1.11249,1.11379,1.11159,1.11329,0.0
2024-09-17 07:00:00,1.11328,1.1134,1.11216,1.11245,0.0
2024-09-17 15:00:00,1.11244,1.11467,1.11155,1.11248,0.0
2024-09-17 23:00:00,1.11249,1.11286,1.11108,1.11133,0.0
2024-09-18 07:00:00,1.1115,1.11309,1.11114,1.11202,0.0
2024-09-18 15:00:00,1.11201,1.11402,1.11151,1.11224,0.0
2024-09-18 23:00:00,1.11223,1.11896,1.10965,1.11182,0.0
2024-09-19 07:00:00,1.11143,1.11244,1.10683,1.11204,0.0
2024-09-19 15:00:00,1.11203,1.11792,1.112,1.11261,0.0
2024-09-19 23:00:00,1.1126,1.11683,1.11163,1.11617,0.0
2024-09-20 07:00:00,1.11635,1.11697,1.1157,1.11651,0.0
2024-09-20 15:00:00,1.11652,1.11822,1.11522,1.11744,0.0
2024-09-20 23:00:00,1.11743,1.11765,1.11359,1.11633,0.0
2024-09-23 07:00:00,1.11624,1.11654,1.11556,1.11637,0.0
2024-09-23 15:00:00,1.11636,1.11677,1.1083,1.11225,0.0
2024-09-23 23:00:00,1.11226,1.11438,1.11094,1.11114,0.0
2024-09-24 07:00:00,1.11152,1.11197,1.11031,1.1117,0.0
2024-09-24 15:00:00,1.11172,1.11482,1.11041,1.1141,0.0
2024-09-24 23:00:00,1.11409,1.1181,1.11323,1.11805,0.0
2024-09-25 07:00:00,1.11795,1.1199,1.11775,1.1196,0.0
2024-09-25 15:00:00,1.1196,1.1208,1.1178,1.1193,0.0
2024-09-25 23:00:00,1.12054,1.12084,1.11212,1.11327,0.0
2024-09-26 07:00:00,1.11332,1.11458,1.11274,1.11419,0.0
2024-09-26 15:00:00,1.11417,1.11659,1.11254,1.11512,0.0
2024-09-26 23:00:00,1.11513,1.11897,1.11254,1.1177,0.0
2024-09-27 07:00:00,1.11772,1.11829,1.11621,1.11647,0.0
2024-09-27 15:00:00,1.11647,1.12021,1.11245,1.11998,0.0
2024-09-27 23:00:00,1.11995,1.12034,1.11461,1.11639,0.0
2024-09-30 07:00:00,1.1171,1.11744,1.11559,1.11617,0.0
2024-09-30 15:00:00,1.11618,1.12094,1.11557,1.11898,0.0
2024-09-30 23:00:00,1.11899,1.11917,1.11133,1.11351,0.0
2024-10-01 07:00:00,1.11343,1.11438,1.11268,1.11406,0.0
2024-10-01 15:00:00,1.11408,1.11444,1.10699,1.10712,0.0
