Date,Open,High,Low,Close,Volume
2026-06-02 12:30:00,1.3455,1.34562,1.34529,1.34541,0.0
2026-06-02 13:00:00,1.34539,1.34569,1.34539,1.34557,0.0
2026-06-02 13:30:00,1.34559,1.34589,1.34559,1.34586,0.0
2026-06-02 14:00:00,1.34583,1.34608,1.34577,1.34601,0.0
2026-06-02 14:30:00,1.34601,1.34649,1.34601,1.34646,0.0
2026-06-02 15:00:00,1.34643,1.3466,1.34632,1.34658,0.0
2026-06-02 15:30:00,1.34656,1.3467,1.34618,1.34636,0.0
2026-06-02 16:00:00,1.34631,1.348,1.34617,1.34789,0.0
2026-06-02 16:30:00,1.34791,1.34815,1.34749,1.34778,0.0
2026-06-02 17:00:00,1.34771,1.3479,1.34695,1.34727,0.0
2026-06-02 17:30:00,1.34722,1.34766,1.34716,1.3473,0.0
2026-06-02 18:00:00,1.34727,1.34763,1.34675,1.34688,0.0
2026-06-02 18:30:00,1.34686,1.34689,1.34617,1.34631,0.0
2026-06-02 19:00:00,1.34626,1.34689,1.34617,1.34686,0.0
2026-06-02 19:30:00,1.34681,1.34705,1.34666,1.34689,0.0
2026-06-02 20:00:00,1.34682,1.34743,1.34666,1.34688,0.0
2026-06-02 20:30:00,1.34689,1.3472,1.34679,1.34688,0.0
2026-06-02 21:00:00,1.34686,1.34715,1.34664,1.34678,0.0
2026-06-02 21:30:00,1.34681,1.34771,1.34669,1.34746,0.0
2026-06-02 22:00:00,1.34748,1.34767,1.34705,1.34764,0.0
2026-06-02 22:30:00,1.34763,1.34775,1.34712,1.34729,0.0
2026-06-02 23:00:00,1.34726,1.34771,1.3472,1.34736,0.0
2026-06-02 23:30:00,1.34742,1.34769,1.34666,1.3471,0.0
2026-06-03 00:00:00,1.34707,1.3472,1.34646,1.34685,0.0
2026-06-03 00:30:00,1.34678,1.34811,1.34678,1.34719,0.0
2026-06-03 01:00:00,1.34723,1.34798,1.34713,1.34753,0.0
2026-06-03 01:30:00,1.34762,1.34802,1.34727,1.34799,0.0
2026-06-03 02:00:00,1.34794,1.34803,1.34724,1.34729,0.0
2026-06-03 02:30:00,1.34736,1.3474,1.34649,1.34657,0.0
