Date,Open,High,Low,Close,Volume
1990-01-01,1.1835,1.2205,1.1685,1.2081,0.0
1990-02-01,1.2155,1.2321,1.1992,1.2005,0.0
1990-03-01,1.1915,1.2127,1.1837,1.2061,0.0
1990-04-01,1.2015,1.224,1.1977,1.2185,0.0
1990-05-01,1.218,1.2537,1.2083,1.2114,0.0
1990-06-01,1.2092,1.2435,1.2057,1.236,0.0
1990-07-01,1.246,1.3045,1.2391,1.3045,0.0
1990-08-01,1.3003,1.346,1.279,1.3155,0.0
1990-09-01,1.308,1.3414,1.2956,1.3153,0.0
1990-10-01,1.328,1.3849,1.316,1.3675,0.0
1990-11-01,1.3735,1.4021,1.3563,1.3708,0.0
1990-12-01,1.361,1.4024,1.3334,1.3665,0.0
1991-01-01,1.377,1.3927,1.3315,1.3927,0.0
1991-02-01,1.4001,1.4212,1.3455,1.3455,0.0
1991-03-01,1.3363,1.3469,1.1967,1.2114,0.0
1991-04-01,1.2114,1.2447,1.1548,1.1983,0.0
1991-05-01,1.204,1.2224,1.1677,1.1802,0.0
1991-06-01,1.1771,1.1835,1.126,1.1352,0.0
1991-07-01,1.1241,1.1856,1.116,1.1772,0.0
1991-08-01,1.1697,1.2053,1.1264,1.1752,0.0
1991-09-01,1.1765,1.2339,1.1742,1.2277,0.0
1991-10-01,1.2272,1.2336,1.19,1.2237,0.0
1991-11-01,1.2434,1.2882,1.224,1.2545,0.0
1991-12-01,1.2607,1.349,1.2587,1.3367,0.0
1992-01-01,1.3367,1.3525,1.2462,1.2682,0.0
1992-02-01,1.276,1.3109,1.228,1.2482,0.0
1992-03-01,1.2451,1.2534,1.2125,1.2426,0.0
1992-04-01,1.2362,1.2667,1.2244,1.2452,0.0
1992-05-01,1.2507,1.2937,1.24,1.2782,0.0
1992-06-01,1.2785,1.3524,1.2655,1.3442,0.0
1992-07-01,1.344,1.4052,1.3365,1.3823,0.0
1992-08-01,1.38,1.4494,1.37,1.4407,0.0
1992-09-01,1.441,1.4577,1.265,1.3857,0.0
1992-10-01,1.385,1.3914,1.2652,1.2724,0.0
1992-11-01,1.2717,1.2725,1.2127,1.2307,0.0
1992-12-01,1.2319,1.266,1.2022,1.204,0.0
1993-01-01,1.2035,1.2495,1.1872,1.2105,0.0
1993-02-01,1.2105,1.2105,1.1685,1.1775,0.0
1993-03-01,1.1711,1.2065,1.1603,1.2065,0.0
1993-04-01,1.2035,1.248,1.1983,1.2325,0.0
1993-05-01,1.23,1.2473,1.193,1.2238,0.0
1993-06-01,1.2273,1.2306,1.1411,1.1466,0.0
1993-07-01,1.1466,1.1625,1.0855,1.092,0.0
1993-08-01,1.094,1.1438,1.0812,1.1375,0.0
1993-09-01,1.1373,1.1987,1.1352,1.161,0.0
1993-10-01,1.161,1.1881,1.1297,1.1325,0.0
1993-11-01,1.1321,1.1388,1.1177,1.12,0.0
1993-12-01,1.1192,1.1423,1.1125,1.1125,0.0
1994-01-01,1.1125,1.1265,1.1042,1.1205,0.0
1994-02-01,1.1207,1.1358,1.1005,1.1327,0.0
1994-03-01,1.1325,1.159,1.122,1.1512,0.0
1994-04-01,1.1505,1.1737,1.1232,1.1674,0.0
1994-05-01,1.1663,1.1793,1.1464,1.1703,0.0
1994-06-01,1.1695,1.218,1.1516,1.2047,0.0
1994-07-01,1.2058,1.2568,1.1907,1.2317,0.0
2003-12-01,1.2034,1.2672,1.1944,1.259,0.0
2004-01-01,1.259,1.28971,1.234,1.24681,0.0
2004-02-01,1.2476,1.29221,1.2381,1.24941,0.0
2004-03-01,1.2539,1.25411,1.20651,1.2313,0.0
2004-04-01,1.23119,1.2385,1.1765,1.19829,0.0
2004-05-01,1.1994,1.22941,1.17799,1.2199,0.0
2004-06-01,1.2199,1.23499,1.1957,1.2184,0.0
2004-07-01,1.21829,1.2464,1.1998,1.20161,0.0
2004-08-01,1.2042,1.2385,1.1975,1.2178,0.0
2004-09-01,1.2177,1.2444,1.2033,1.24339,0.0
2004-10-01,1.2435,1.28431,1.2235,1.2792,0.0
2004-11-01,1.28281,1.33291,1.26659,1.3298,0.0
2004-12-01,1.3298,1.36619,1.31499,1.3565,0.0
2005-01-01,1.35811,1.35811,1.29319,1.30519,0.0
2005-02-01,1.30501,1.328,1.27371,1.3217,0.0
2005-03-01,1.32189,1.34791,1.28611,1.2967,0.0
2005-04-01,1.2968,1.3117,1.27791,1.2876,0.0
2005-05-01,1.28621,1.2987,1.23,1.2308,0.0
2005-06-01,1.231,1.2346,1.2006,1.2091,0.0
2005-07-01,1.2088,1.2253,1.1872,1.2124,0.0
2005-08-01,1.2123,1.24839,1.21219,1.2341,0.0
2005-09-01,1.23381,1.2588,1.1986,1.2028,0.0
2005-10-01,1.2021,1.22049,1.1882,1.1989,0.0
2005-11-01,1.1989,1.20801,1.16485,1.1805,0.0
2005-12-01,1.1799,1.20571,1.16681,1.1841,0.0
2006-01-01,1.1842,1.2321,1.1815,1.21485,0.0
2006-02-01,1.2149,1.2165,1.18319,1.193,0.0
2006-03-01,1.1929,1.22041,1.1867,1.2115,0.0
2006-04-01,1.21211,1.26381,1.2038,1.2636,0.0
2006-05-01,1.2625,1.2973,1.2562,1.28161,0.0
2006-06-01,1.28161,1.29766,1.2486,1.2783,0.0
2006-07-01,1.2789,1.2854,1.2466,1.2774,0.0
2006-08-01,1.2774,1.29369,1.2711,1.2809,0.0
2006-09-01,1.2809,1.2876,1.2635,1.26621,0.0
2006-10-01,1.26801,1.2783,1.2488,1.2767,0.0
2006-11-01,1.2765,1.32705,1.269,1.3251,0.0
2006-12-01,1.326,1.343,1.3056,1.3198,0.0
2007-01-01,1.3198,1.3294,1.2871,1.3023,0.0
2007-02-01,1.30241,1.32621,1.29161,1.32289,0.0
2007-03-01,1.32294,1.341,1.30775,1.3359,0.0
2007-04-01,1.33579,1.3676,1.3322,1.36521,0.0
2007-05-01,1.36539,1.3672,1.3414,1.34561,0.0
2007-06-01,1.34561,1.35511,1.32659,1.3536,0.0
2007-07-01,1.3543,1.38491,1.35311,1.3672,0.0
2007-08-01,1.367,1.38389,1.33829,1.3642,0.0
2007-09-01,1.3634,1.42759,1.3556,1.42649,0.0
2007-10-01,1.4271,1.4498,1.4017,1.4472,0.0
2007-11-01,1.44701,1.49571,1.4408,1.46959,0.0
2007-12-01,1.46619,1.4771,1.4317,1.46011,0.0
2008-01-01,1.46011,1.55928,1.4373,1.4865,0.0
2008-02-01,1.48659,1.5571,1.44519,1.5192,0.0
2008-03-01,1.52031,1.58909,1.51529,1.5758,0.0
2008-04-01,1.56169,1.60131,1.55171,1.56221,0.0
2008-05-01,1.5478,1.5818,1.53709,1.5541,0.0
2008-06-01,1.5564,1.58421,1.53151,1.575,0.0
2008-07-01,1.57921,1.60282,1.53139,1.55931,0.0
2008-08-01,1.53341,1.5336,1.45779,1.46709,0.0
2008-09-01,1.46927,1.505,1.3897,1.40964,0.0
2008-10-01,1.4103,1.505,1.23429,1.2702,0.0
2008-11-01,1.2775,1.31031,1.24009,1.26979,0.0
2008-12-01,1.26751,1.4964,1.2563,1.398,0.0
2009-01-01,1.398,1.4054,1.2776,1.2837,0.0
2009-02-01,1.2754,1.3084,1.25218,1.26789,0.0
2009-03-01,1.25983,1.37319,1.2469,1.3247,0.0
2009-04-01,1.3245,1.35779,1.29009,1.32352,0.0
2009-05-01,1.32329,1.41651,1.32149,1.41571,0.0
2009-06-01,1.41189,1.43369,1.37519,1.40388,0.0
2009-07-01,1.4039,1.426,1.38351,1.426,0.0
2009-08-01,1.44179,1.44223,1.40819,1.43427,0.0
2009-09-01,1.42203,1.48375,1.42031,1.4655,0.0
2009-10-01,1.45433,1.50591,1.45138,1.4733,0.0
2009-11-01,1.47119,1.51453,1.46291,1.5039,0.0
2009-12-01,1.50344,1.51378,1.42219,1.43271,0.0
2010-01-01,1.43271,1.4577,1.38648,1.38669,0.0
2010-02-01,1.3876,1.40241,1.34503,1.3631,0.0
2010-03-01,1.36429,1.38165,1.327,1.3508,0.0
2010-04-01,1.35084,1.36879,1.31191,1.3298,0.0
2010-05-01,1.3323,1.33269,1.21459,1.22879,0.0
2010-06-01,1.2288,1.24681,1.1882,1.223,0.0
2010-07-01,1.2232,1.3107,1.2199,1.3039,0.0
2010-08-01,1.30601,1.333,1.25919,1.26659,0.0
2010-09-01,1.2686,1.36771,1.2647,1.36281,0.0
2010-10-01,1.36231,1.41481,1.36208,1.37781,0.0
2010-11-01,1.39377,1.4282,1.29725,1.31039,0.0
2010-12-01,1.29949,1.34942,1.29771,1.33012,0.0
2011-01-01,1.33559,1.37563,1.28771,1.35728,0.0
2011-02-01,1.3715,1.386,1.34317,1.37344,0.0
2011-03-01,1.38274,1.42481,1.37446,1.41213,0.0
2011-04-01,1.41601,1.48821,1.40647,1.48441,0.0
2011-05-01,1.48056,1.49381,1.3976,1.43223,0.0
2011-06-01,1.44275,1.46918,1.4078,1.44789,0.0
2011-07-01,1.44959,1.4577,1.3842,1.4332,0.0
2011-08-01,1.43653,1.45469,1.4058,1.44331,0.0
